Former,Current,Type
Malva pseudolavatera,Malva multiflora
Marah fabacea var. agrestis,Marah fabacea
Maruta cotula,Anthemis cotula
Meconella linearis,Hesperomecon linearis
Medicago hispida var. confinis,Medicago polymorpha
Medicago hispida var. hispida,Medicago polymorpha
Medicago hispida,Medicago polymorpha
Medicago lupulina var. cupaniana,Medicago lupulina
Medicago minima subsp. brevispina,Medicago polymorpha
Medicago minima var. brevispina,Medicago polymorpha
Medicago polymorpha var. brevispina,Medicago polymorpha
Medicago sativa subsp. falcata,Medicago sativa
Medicago sativa subsp. sativa,Medicago sativa
Mentha arvensis var. canadensis,Mentha canadensis
Mentha citrata,Mentha aquatica
Mentzelia dispersa var. compacta,Mentzelia dispersa
Mentzelia dispersa var. dispersa,Mentzelia dispersa
Mentzelia dispersa var. latifolia,Mentzelia dispersa
Mentzelia dispersa var. obtusa,Mentzelia dispersa
Mentzelia pinetorum,Mentzelia dispersa
Mesembryanthemum chilensis,Carpobrotus chilensis
Mesembryanthemum edule,Carpobrotus edulis
Microcala quadrangularis,Cicendia quadrangularis
Microseris heterocarpa,Stebbinsoseris heterocarpa
Microseris lindleyi,Uropappus lindleyi
Microseris linearifolia,Uropappus lindleyi
Microsteris gracilis subsp. gracilis,Microsteris gracilis
Microsteris gracilis subsp. humilis,Microsteris gracilis
Microsteris gracilis var. gracilis,Microsteris gracilis
Microsteris gracilis var. humilior,Microsteris gracilis
Milla capitata,Dipterostemon capitatus
Milla hyacinthina var. lactea,Triteleia hyacinthina
Milla hyacinthina,Triteleia hyacinthina
Milla laxa,Triteleia laxa
Milla maritima,Muilla maritima
Milla peduncularis,Triteleia peduncularis
Mimulus androsaceus,Erythranthe androsacea
Mimulus aurantiacus,Diplacus aurantiacus
Mimulus bolanderi,Diplacus bolanderi
Mimulus cardinalis var. griseus,Erythranthe cardinalis
Mimulus cardinalis var. rigens,Erythranthe cardinalis
Mimulus cardinalis,Erythranthe cardinalis
Mimulus clementinus,Erythranthe guttata
Mimulus decurtatus,Diplacus rattanii
Mimulus douglasii,Diplacus douglasii
Mimulus equinus,Erythranthe guttata
Mimulus floribundus var. membranaceus,Erythranthe floribunda
Mimulus floribundus,Erythranthe floribunda
Mimulus glabratus var. adscendens,Erythranthe guttata
Mimulus glutinosus,Diplacus aurantiacus
Mimulus grandiflorus,Erythranthe guttata
Mimulus guttatus subsp. haidensis,Erythranthe guttata
Mimulus guttatus var. puberulus,Erythranthe guttata
Mimulus guttatus,Erythranthe guttata
Mimulus hirsutus,Erythranthe guttata
Mimulus inconspicuus var. latidens,Erythranthe latidens
Mimulus inconspicuus,Erythranthe inconspicua
Mimulus langsdorffii var. argutus,Erythranthe guttata
Mimulus langsdorffii var. californicus,Erythranthe guttata
Mimulus langsdorffii var. guttatus,Erythranthe guttata
Mimulus langsdorffii var. minimus,Erythranthe guttata
Mimulus langsdorffii var. platyphyllus,Erythranthe guttata
Mimulus langsdorffii,Erythranthe guttata
Mimulus latidens,Erythranthe latidens
Mimulus lyratus,Erythranthe guttata
Mimulus membranaceus,Erythranthe floribunda
Mimulus palmeri var. androsaceus,Erythranthe androsacea
Mimulus paniculatus,Erythranthe guttata
Mimulus peduncularis,Erythranthe floribunda
Mimulus petiolaris,Erythranthe guttata
Mimulus pilosus,Mimetanthe pilosa
Mimulus platylaemus,Diplacus bolanderi
Mimulus prionophyllus,Erythranthe guttata
Mimulus puberulus,Erythranthe guttata
Mimulus rattanii subsp. decurtatus,Diplacus rattanii
Mimulus rattanii var. decurtatus,Diplacus rattanii
Mimulus rattanii,Diplacus rattanii
Mimulus rivularis,Erythranthe guttata
Mimulus serotinus,Erythranthe floribunda
Mimulus tricolor,Diplacus tricolor
Minuartia californica,Sabulina californica
Minuartia douglasii,Sabulina douglasii
Minuartia pusilla,Sabulina pusilla
Mirabilis californica var. californica,Mirabilis laevis var. crassifolia
Mirabilis californica var. cedrosensis,Mirabilis laevis var. crassifolia
Mirabilis californica,Mirabilis laevis var. crassifolia
Monardella antonina subsp. antonina,Monardella villosa subsp. villosa
Monardella antonina subsp. benitensis,Monardella villosa subsp. villosa
Monardella antonina,Monardella villosa subsp. villosa
Monardella reflexa,Monardella villosa subsp. villosa
Monardella siskiyouensis,Monardella villosa subsp. villosa
Monardella villosa subsp. globosa,Monardella villosa subsp. villosa
Monardella villosa subsp. subserrata,Monardella villosa subsp. villosa
Monerma cylindrica,Hainardia cylindrica
Montia fontana subsp. amporitana,Montia fontana
Montia fontana subsp. chondrosperma,Montia fontana
Montia fontana subsp. variabilis,Montia fontana
Montia funstonii,Montia fontana
Montia gypsophiloides,Claytonia gypsophiloides
Montia hallii,Montia fontana
Montia perfoliata f. glauca,Claytonia exigua subsp. glauca
Montia perfoliata f. parvifolia,Claytonia parviflora subsp. parviflora
Montia perfoliata var. depressa,Claytonia rubra subsp. depressa
Montia perfoliata var. glauca,Claytonia exigua subsp. glauca
Montia perfoliata,Claytonia perfoliata subsp. perfoliata
Montia rosulata,Claytonia exigua subsp. exigua
Montia spathulata var. exigua,Claytonia exigua subsp. exigua
Montia spathulata var. rosulata,Claytonia exigua subsp. exigua
Montia spathulata var. spathulata,Claytonia exigua subsp. exigua
Montia spathulata,Claytonia exigua subsp. exigua
Montia verna,Montia fontana
Muilla serotina,Muilla maritima
Muilla tenuis,Muilla maritima
Myosotis versicolor,Myosotis discolor
Myosurus lepturus var. filiformis,Myosurus minimus
Myosurus lepturus,Myosurus minimus
Myosurus minimus subsp. major,Myosurus minimus
Myosurus minimus var. filiformis,Myosurus minimus
Myosurus minimus var. major,Myosurus minimus
Myosurus minimus var. sessiliflorus,Myosurus sessilis
Myrica californica,Morella californica
Myriophyllum brasiliense,Myriophyllum aquaticum
Myriophyllum exalbescens,Myriophyllum sibiricum
Myriophyllum proserpinacoides,Myriophyllum aquaticum
Myriophyllum spicatum subsp. exalbescens,Myriophyllum sibiricum
Myriophyllum spicatum var. exalbescens,Myriophyllum sibiricum
Nassella cernua,Stipa cernua,INAT
Nassella lepida var. lepida,Stipa lepida
Nassella lepida,Stipa lepida,INAT
Nassella pulchra,Stipa pulchra,INAT
Navarretia hamata subsp. foliacea,Navarretia atractyloides
Navarretia intertexta subsp. intertexta,Navarretia intertexta
Navarretia nigelliformis var. radians,Navarretia nigelliformis subsp. radians
Neogaerrhinum strictum,Antirrhinum kelloggii,INAT
Nicotiana bigelovii var. wallacei,Nicotiana quadrivalvis
Nicotiana bigelovii,Nicotiana quadrivalvis
Nicotiana quadrivalvis var. bigelovii,Nicotiana quadrivalvis
Nicotiana quadrivalvis var. quadrivalvis,Nicotiana quadrivalvis
Nuttallia cerasiformis,Oemleria cerasiformis
Obione fruticulosa,Atriplex fruticulosa
Obione lentiformis,Atriplex lentiformis
Obione leucophylla,Atriplex leucophylla
Ocimum salinum,Frankenia salina
Oenothera ×erythrosepala,Oenothera glazioviana
Oenothera boothii subsp. decorticans,Eremothera boothii subsp. decorticans
Oenothera boothii subsp. rutila,Eremothera boothii subsp. decorticans
Oenothera campestris subsp. parishii,Camissonia campestris subsp. campestris
Oenothera campestris,Camissonia campestris subsp. campestris
Oenothera contorta,Camissonia contorta
Oenothera decorticans,Eremothera boothii subsp. decorticans
Oenothera graciliflora,Tetrapteron graciliflorum
Oenothera hirtella,Camissoniopsis hirtella
Oenothera hispida,Oenothera xenogaura,INAT
Oenothera hookeri subsp. montereyensis,Oenothera elata subsp. hookeri
Oenothera micrantha var. jonesii,Camissoniopsis hirtella
Oenothera micrantha,Camissoniopsis micrantha
Oenothera ovata,Taraxia ovata
Oenothera strigulosa,Camissonia strigulosa
Olea europaea subsp. africana,Olea europaea
Oloptum miliaceum,Stipa miliacea var. miliacea,INAT
Orobanche bulbosa,Aphyllon tuberosum
Orobanche californica subsp. jepsonii,Aphyllon californicum subsp. jepsonii
Orobanche fasciculata var. lutea,Aphyllon fasciculatum
Orobanche fasciculata var. subulata,Aphyllon fasciculatum
Orobanche fasciculata,Aphyllon fasciculatum
Orobanche grayana var. jepsonii,Aphyllon californicum subsp. jepsonii
Orobanche pinorum,Aphyllon pinorum
Orobanche ramosa,Phelipanche ramosa
Orobanche uniflora subsp. occidentalis,Aphyllon purpureum
Orobanche uniflora var. minuta,Aphyllon purpureum
Orobanche uniflora var. purpurea,Aphyllon purpureum
Orobanche uniflora var. sedi,Aphyllon purpureum
Orobanche vallicola,Aphyllon vallicola
Orthocarpus attenuatus,Castilleja attenuata
Orthocarpus densiflorus,Castilleja densiflora subsp. densiflora
Orthocarpus erianthus var. gratiosus,Triphysaria eriantha subsp. eriantha
Orthocarpus erianthus,Triphysaria eriantha subsp. eriantha
Orthocarpus faucibarbatus,Triphysaria versicolor subsp. faucibarbata
Orthocarpus lithospermoides var. lithospermoides,Castilleja rubicundula subsp. lithospermoides
Orthocarpus purpurascens var. latifolius,Castilleja exserta subsp. latifolia
Orthocarpus purpurascens var. pallidus,Castilleja exserta subsp. exserta
Orthocarpus purpurascens,Castilleja exserta subsp. exserta
Orthocarpus pusillus,Triphysaria pusilla
Oryzopsis miliacea,Stipa miliacea var. miliacea
Osmaronia cerasiformis,Oemleria cerasiformis
Osmorhiza chilensis,Osmorhiza berteroi
Ottleya strigosa,Acmispon strigosus,INAT
Oxalis albicans subsp. pilosa,Oxalis pilosa
Oxalis cernua,Oxalis pes-caprae
Oxalis corniculata subsp. pilosa,Oxalis pilosa
Oxalis corniculata var. wrightii,Oxalis pilosa
Oxybasis rubra,Chenopodium rubrum,INAT
Oxytheca inermis,Eriogonum inerme var. inerme
Papaver lemmonii,Papaver californicum
Paronychia pusilla,Herniaria hirsuta var. cinerea
Parvisedum pentandrum,Sedella pentandra
Paspalum distichum var. indutum,Paspalum distichum
Paspalum paspalodes,Paspalum distichum
Pectocarya pusilla,Gruvelia pusilla,INAT
Pedicularis aurantiaca,Pedicularis densiflora
Pedicularis densiflora subsp. aurantiaca,Pedicularis densiflora
Penstemon heterophyllus subsp. heterophyllus,Penstemon heterophyllus var. heterophyllus
Penstemon heterophyllus subsp. purdyi,Penstemon heterophyllus var. purdyi
Pentagramma triangularis subsp. semipallida,Pentagramma triangularis
Persicaria amphibia var. emersa,Persicaria amphibia
Persicaria amphibia var. stipulacea,Persicaria amphibia
Persicaria coccinea,Persicaria amphibia
Persicaria fusiformis,Persicaria maculosa
Persicaria opelousana,Persicaria hydropiperoides
Persicaria paludicola,Persicaria hydropiperoides
Petrorhagia velutina,Petrorhagia dubia
Phacelia acanthominthoides,Phacelia ciliata
Phacelia alvordensis,Phacelia distans
Phacelia ammophila,Phacelia distans
Phacelia arthuri,Phacelia distans
Phacelia biolettii,Phacelia californica
Phacelia cinerea,Phacelia distans
Phacelia circinatiformis,Phacelia phacelioides
Phacelia conmixta,Phacelia distans
Phacelia distans subvar. ammophila,Phacelia distans
Phacelia distans subvar. genuina,Phacelia distans
Phacelia distans subvar. leptostachya,Phacelia distans
Phacelia distans var. australis,Phacelia distans
Phacelia distans var. scabrella,Phacelia distans
Phacelia flaccida,Phacelia rattanii
Phacelia imbricata var. caudata,Phacelia imbricata var. imbricata
Phacelia leptostachya,Phacelia distans
Phacelia magellanica var. californica,Phacelia californica
Phacelia nemoralis subsp. nemoralis,Phacelia nemoralis var. nemoralis
Phacelia ramosissima var. austrolitoralis,Phacelia ramosissima
Phacelia ramosissima var. eremophila,Phacelia ramosissima
Phacelia ramosissima var. latifolia,Phacelia ramosissima
Phacelia ramosissima var. montereyensis,Phacelia ramosissima
Phacelia ramosissima var. subglabra,Phacelia ramosissima
Phacelia ramosissima var. suffrutescens,Phacelia ramosissima
Phacelia ramosissima var. valida,Phacelia ramosissima
Phacelia scabrella,Phacelia distans
Phacelia tanacetifolia var. cinerea,Phacelia tanacetifolia
Phacelia tanacetifolia var. pseudo-distans,Phacelia tanacetifolia
Phacelia tanacetifolia var. tenuifolia,Phacelia distans
Phacelia tenuifolia,Phacelia distans
Phalaris commutata,Phalaris aquatica
Phalaris intermedia var. angusta,Phalaris angusta
Phalaris intermedia var. angustata,Phalaris angusta
Phalaris paradoxa var. praemorsa,Phalaris paradoxa
Phalaris praemorsa,Phalaris paradoxa
Phalaris stenoptera,Phalaris aquatica
Phalaris tuberosa var. stenoptera,Phalaris aquatica
Phalaris tuberosa,Phalaris aquatica
Phlox gracilis,Microsteris gracilis
Phoradendron macrophyllum,Phoradendron leucarpum subsp. macrophyllum,INAT
Phoradendron serotinum subsp. macrophyllum,Phoradendron leucarpum subsp. macrophyllum
Phoradendron serotinum subsp. tomentosum,Phoradendron leucarpum subsp. tomentosum
Phoradendron villosum,Phoradendron leucarpum subsp. tomentosum
Phragmites australis var. berlandieri,Phragmites australis
Phragmites berlandieri,Phragmites australis
Phragmites communis var. berlandieri,Phragmites australis
Phragmites communis,Phragmites australis
Phyla nodiflora var. canescens,Phyla nodiflora
Phyla nodiflora var. incisa,Phyla nodiflora
Phyla nodiflora var. reptans,Phyla nodiflora
Phyla nodiflora var. rosea,Phyla nodiflora
Picris echioides,Helminthotheca echioides
Piptatherum miliaceum subsp. miliaceum,Stipa miliacea var. miliacea
Piptatherum miliaceum,Stipa miliacea var. miliacea
Pityrogramma triangularis var. triangularis,Pentagramma triangularis
Plagiobothrys bracteatus var. aculeolatus,Plagiobothrys bracteatus
Plagiobothrys reticulatus var. rossianorum,Plagiobothrys diffusus,INAT
Plantago bigelovii subsp. bigelovii,Plantago elongata
Plantago bigelovii subsp. californica,Plantago elongata
Plantago bigelovii,Plantago elongata
Plantago elongata subsp. elongata,Plantago elongata
Plantago elongata subsp. pentasperma,Plantago elongata
Plantago erecta subsp. rigidior,Plantago erecta
Plantago hirtella var. galeottiana,Plantago subnuda
Plantago hookeriana var. californica,Plantago erecta
Plantago major var. pilgeri,Plantago major
Plantago major var. scopulorum,Plantago major
Plantago maritima var. californica,Plantago maritima
Plantago maritima var. juncoides,Plantago maritima
Plantago maritima var. maritima,Plantago maritima
Platanthera elegans subsp. elegans,Piperia elegans subsp. elegans,INAT
Platanthera elongata,Piperia elongata,INAT
Platanthera leucostachys,Platanthera dilatata var. leucostachys
Platanthera michaelii,Piperia michaelii,INAT
Platanthera transversa,Piperia transversa,INAT
Platystemon californicus var. ciliatus,Platystemon californicus
Platystemon californicus var. crinitus,Platystemon californicus
Platystemon californicus var. horridulus,Platystemon californicus
Platystemon californicus var. nutans,Platystemon californicus
Platystemon californicus var. ornithopus,Platystemon californicus
Platystemon californicus var. sphaerocarpus,Platystemon californicus
Platystemon crinitus,Platystemon californicus
Platystigma linearis,Hesperomecon linearis
Plectritis brachystemon,Plectritis congesta subsp. brachystemon
Plectritis ciliosa subsp. ciliosa,Plectritis ciliosa
Plectritis ciliosa subsp. insignis,Plectritis ciliosa
Plectritis congesta subsp. nitida,Plectritis congesta subsp. brachystemon
Plectritis eichleriana,Plectritis macrocera
Plectritis jepsonii,Plectritis macrocera
Plectritis macrocera var. collina,Plectritis macrocera
Plectritis macrocera var. grayi,Plectritis macrocera
Plectritis macrocera var. mamillata,Plectritis macrocera
Plectritis magna var. nitida,Plectritis congesta subsp. brachystemon
Poa bolanderi var. howellii,Poa howellii
Poa canbyi,Poa secunda subsp. secunda
Poa gracillima,Poa secunda subsp. secunda
Poa incurva,Poa secunda subsp. secunda
Poa sandbergii,Poa secunda subsp. secunda
Poa scabrella,Poa secunda subsp. secunda
Pogogyne serpylloides subsp. intermedia,Pogogyne serpylloides
Polygala californica,Rhinotropis californica
Polygonum aequale,Polygonum aviculare subsp. depressum
Polygonum amphibium var. emersum,Persicaria amphibia
Polygonum amphibium var. stipulaceum,Persicaria amphibia
Polygonum amphibium,Persicaria amphibia
Polygonum arenastrum,Polygonum aviculare subsp. depressum
Polygonum aviculare subsp. rectum,Polygonum aviculare subsp. neglectum
Polygonum calcatum,Polygonum aviculare subsp. depressum
Polygonum cuspidatum,Fallopia japonica
Polygonum exsertum,Polygonum ramosissimum subsp. ramosissimum
Polygonum fusiforme,Persicaria maculosa
Polygonum hydropiper,Persicaria hydropiper
Polygonum hydropiperoides var. asperifolia,Persicaria hydropiperoides
Polygonum hydropiperoides,Persicaria hydropiperoides
Polygonum interior,Polygonum ramosissimum subsp. ramosissimum
Polygonum lapathifolium var. salicifolium,Persicaria lapathifolia
Polygonum lapathifolium,Persicaria lapathifolia
Polygonum latum,Polygonum ramosissimum subsp. ramosissimum
Polygonum leptocarpum,Polygonum ramosissimum subsp. ramosissimum
Polygonum microspermum,Polygonum aviculare subsp. depressum
Polygonum neglectum,Polygonum aviculare subsp. neglectum
Polygonum persicaria,Persicaria maculosa
Polygonum punctatum var. confertiflorum,Persicaria punctata
Polygonum punctatum var. ellipticum,Persicaria punctata
Polygonum punctatum var. leptostachyum,Persicaria punctata
Polygonum punctatum var. parviflorum,Persicaria punctata
Polygonum punctatum,Persicaria punctata
Polygonum puritanorum,Persicaria maculosa
Polygonum rurivagum,Polygonum aviculare subsp. rurivagum,INAT
Polygonum scabrum,Persicaria lapathifolia
Polygonum stevensii,Polygonum ramosissimum subsp. ramosissimum
Polygonum triangulum,Polygonum ramosissimum subsp. ramosissimum
Polypogon semiverticillatus,Polypogon viridis
Pontederia crassipes,Eichhornia crassipes,INAT
Populus balsamifera subsp. trichocarpa,Populus trichocarpa
Populus deltoides var. fremontii,Populus fremontii subsp. fremontii
Populus fremontii var. arizonica,Populus fremontii subsp. fremontii
Populus fremontii var. macdougalii,Populus fremontii subsp. fremontii
Portulaca granulato-stellulata,Portulaca oleracea
Portulaca nitida,Portulaca oleracea
Portulaca oleracea subsp. granulato-stellulata,Portulaca oleracea
Portulaca oleracea subsp. nitida,Portulaca oleracea
Portulaca oleracea subsp. oleracea,Portulaca oleracea
Portulaca oleracea subsp. papillato-stellulata,Portulaca oleracea
Portulaca papillato-stellulata,Portulaca oleracea
Portulaca retusa,Portulaca oleracea
Potamogeton foliosus var. foliosus,Potamogeton foliosus subsp. foliosus
Potamogeton latifolius,Stuckenia striata
Potamogeton pectinatus,Stuckenia pectinata
Potamogeton pusillus subsp. pusillus,Potamogeton pusillus
Potamogeton pusillus var. pusillus,Potamogeton pusillus
Potentilla egedei var. grandis,Potentilla anserina subsp. pacifica
Potentilla elata var. dissita,Horkelia californica var. elata
Potentilla frondosa,Horkelia californica var. frondosa
Potentilla indica,Duchesnea indica var. indica,INAT
Potentilla rivalis var. millegrana,Potentilla rivalis
Prosartes hookeri var. hookeri,Prosartes hookeri
Prosartes hookeri var. trachyandra,Prosartes hookeri
Prunella vulgaris subsp. lanceolata,Prunella vulgaris var. lanceolata
Prunella vulgaris var. atropurpurea,Prunella vulgaris var. lanceolata
Prunella vulgaris var. parviflora,Prunella vulgaris var. vulgaris
Prunus amygdalus,Prunus dulcis,INAT
Pseudognaphalium canescens subsp. beneolens,Pseudognaphalium beneolens
Pseudognaphalium microcephalum var. thermale,Pseudognaphalium thermale
Psilocarphus tenellus var. globiferus,Psilocarphus chilensis
Psilocarphus tenellus var. tenellus,Psilocarphus tenellus
Psilocarphus tenellus var. tenuis,Psilocarphus chilensis
Psoralea californica,Pediomelum californicum
Psoralea hallii var. media,Hoita macrostachya
Psoralea orbicularis,Hoita orbicularis
Psoralea physodes,Rupertia physodes
Psoralea strobilina,Hoita strobilina
Pterostegia diphylla var. biloba,Pterostegia drymarioides
Pterostegia diphylla,Pterostegia drymarioides
Pterostegia microphylla,Pterostegia drymarioides
Puccinellia airoides,Puccinellia nuttalliana
Puccinellia grandis,Puccinellia nutkaensis
Pyracantha crenatoserrata,Pyracantha fortuneana
Pyracantha rogersiana,Pyracantha fortuneana
Quercus agrifolia var. frutescens,Quercus agrifolia var. agrifolia
Quercus chrysolepis var. nana,Quercus chrysolepis
Quercus lobata f. insperata,Quercus lobata
Quercus lobata f. rarita,Quercus lobata
Quercus lobata var. lobata,Quercus lobata
Quercus lobata var. turbinata,Quercus lobata
Quercus lobata var. walteri,Quercus lobata
Ranunculus aquatilis var. capillaceus,Ranunculus aquatilis var. diffusus
Ranunculus aquatilis var. harrisii,Ranunculus aquatilis var. diffusus
Ranunculus aquatilis var. hispidulus,Ranunculus aquatilis var. aquatilis
Ranunculus aquatilis var. longirostris,Ranunculus aquatilis var. diffusus
Ranunculus aquatilis var. subrigidus,Ranunculus aquatilis var. diffusus
Ranunculus circinatus var. subrigidus,Ranunculus aquatilis var. diffusus
Ranunculus longirostris,Ranunculus aquatilis var. diffusus
Ranunculus minimus,Myosurus minimus
Ranunculus occidentalis var. eisenii,Ranunculus occidentalis var. occidentalis
Ranunculus occidentalis var. rattanii,Ranunculus occidentalis var. occidentalis
Ranunculus orthorhynchus var. hallii,Ranunculus orthorhynchus var. orthorhynchus
Ranunculus subrigidus,Ranunculus aquatilis var. diffusus
Ranunculus trichophyllus var. trichophyllus,Ranunculus aquatilis var. diffusus
Ranunculus trichophyllus,Ranunculus aquatilis var. diffusus,INAT
Ravenella exigua,Campanula exigua,INAT
Ravenella griffinii,Campanula griffinii,INAT
Reynoutria japonica,Fallopia japonica,INAT
Rhamnus californica subsp. californica,Frangula californica subsp. californica
Rhamnus californica subsp. tomentella,Frangula californica subsp. tomentella
Rhamnus californica var. tomentella,Frangula californica subsp. tomentella
Rhamnus crocea subsp. ilicifolia,Rhamnus ilicifolia
Rhamnus crocea var. ilicifolia,Rhamnus ilicifolia
Rhamnus tomentella subsp. tomentella,Frangula californica subsp. tomentella
Rhamnus tomentella,Frangula californica subsp. tomentella
Rhus aromatica subsp. trilobata,Rhus aromatica
Rhus aromatica var. simplicifolia,Rhus aromatica
Rhus aromatica var. trilobata,Rhus aromatica
Rhus diversiloba,Toxicodendron diversilobum
Rhus trilobata var. anisophylla,Rhus aromatica
Rhus trilobata var. malacophylla,Rhus aromatica
Rhus trilobata var. quinata,Rhus aromatica
Rhus trilobata var. simplicifolia,Rhus aromatica
Rhus trilobata var. trilobata,Rhus aromatica
Rhus trilobata,Rhus aromatica
Ribes amarum var. hoffmannii,Ribes amarum
Ribes glutinosum,Ribes sanguineum var. glutinosum
Ribes leptanthum var. quercetorum,Ribes quercetorum
Ribes malvaceum var. clementinum,Ribes malvaceum var. malvaceum
Ribes sanguineum var. deductum,Ribes sanguineum var. glutinosum
Ribes sanguineum var. melanocarpum,Ribes sanguineum var. glutinosum
Romanzoffia mendocina,Romanzoffia californica
Romanzoffia spergulina,Romanzoffia californica
Romulea longifolia,Romulea rosea var. australis
Rorippa curvisiliqua var. curvisiliqua,Rorippa curvisiliqua
Rorippa curvisiliqua var. occidentalis,Rorippa curvisiliqua
Rorippa curvisiliqua var. orientalis,Rorippa curvisiliqua
Rorippa curvisiliqua var. procumbens,Rorippa curvisiliqua
Rorippa nasturtium-aquaticum,Nasturtium officinale
Rorippa palustris subsp. fernaldiana,Rorippa palustris subsp. palustris
Rorippa palustris subsp. occidentalis,Rorippa palustris subsp. palustris
Rorippa palustris var. fernaldiana,Rorippa palustris subsp. palustris
Rorippa palustris var. occidentalis,Rorippa palustris subsp. palustris
Rosa eglanteria,Rosa rubiginosa
Rosa spithamea var. sonomensis,Rosa spithamea
Rostraria cristata,Koeleria gerardi
Rottboellia cylindrica,Hainardia cylindrica
Rubacer parviflorum,Rubus parviflorus
Rubus almus,Rubus pensilvanicus
Rubus eastwoodianus,Rubus ursinus
Rubus inermis,Rubus ulmifolius var. anoplothyrsus
Rubus lemurum,Rubus ursinus
Rubus macropetalus,Rubus ursinus
Rubus nutkanus var. bifarius,Rubus parviflorus
Rubus nutkanus var. nuttallii,Rubus parviflorus
Rubus nutkanus var. parviflorus,Rubus parviflorus
Rubus nutkanus var. scopulorum,Rubus parviflorus
Rubus nutkanus,Rubus parviflorus
Rubus parviflorus var. bifarius,Rubus parviflorus
Rubus parviflorus var. hypomalacus,Rubus parviflorus
Rubus parviflorus var. velutinus,Rubus parviflorus
Rubus sirbenus,Rubus ursinus
Rubus titanus,Rubus ursinus
Rubus ulmifolius var. inermis,Rubus ulmifolius var. anoplothyrsus
Rubus ursinus subsp. macropetalus,Rubus ursinus
Rubus ursinus var. eastwoodianus,Rubus ursinus
Rubus ursinus var. macropetalus,Rubus ursinus
Rubus ursinus var. medusae,Rubus ursinus
Rubus ursinus var. pentaphyllus,Rubus ursinus
Rubus ursinus var. sirbenus,Rubus ursinus
Rubus ursinus var. vitifolius,Rubus ursinus
Rubus velutinus,Rubus parviflorus
Rubus vitifolius subsp. ursinus,Rubus ursinus
Rubus vitifolius var. eastwoodianus,Rubus ursinus
Rubus vitifolius var. titanus,Rubus ursinus
Rubus vitifolius,Rubus ursinus
Rumex angiocarpus,Rumex acetosella
Rumex fenestratus,Rumex occidentalis
Rumex obtusifolius subsp. agrestis,Rumex obtusifolius
Rumex salicifolius var. crassus,Rumex crassus
Rumex salicifolius var. denticulatus,Rumex californicus
Rumex salicifolius var. salicifolius,Rumex salicifolius
Rumex salicifolius var. transitorius,Rumex transitorius
Rupalleya volubilis,Dichelostemma volubile
Ruppia occidentalis,Ruppia cirrhosa
Ruppia spiralis,Ruppia cirrhosa
Sagina apetala var. barbata,Sagina apetala
Sagina occidentalis,Sagina decumbens subsp. occidentalis
Sairocarpus multiflorus,Antirrhinum thompsonii,INAT
Sairocarpus vexillocalyculatus subsp. vexillocalyculatus,Antirrhinum vexillocalyculatum subsp. vexillocalyculatum,INAT
Salicornia subterminalis,Arthrocnemum subterminale
Salix bonplandiana var. laevigata,Salix laevigata
Salix coulteri,Salix sitchensis
Salix exigua subsp. melanopsis,Salix melanopsis
Salix gooddingii var. variabilis,Salix gooddingii
Salix hindsiana var. leucodendroides,Salix exigua var. hindsiana
Salix hindsiana var. parishiana,Salix exigua var. hindsiana
Salix hindsiana,Salix exigua var. hindsiana
Salix laevigata f. araquipa,Salix laevigata
Salix laevigata var. congesta,Salix laevigata
Salix lasiandra var. abramsii,Salix lasiandra var. lasiandra
Salix lasiandra var. lancifolia,Salix lasiandra var. lasiandra
Salix lasiandra var. macrophylla,Salix lasiandra var. lasiandra
Salix lasiolepis var. bigelovii,Salix lasiolepis
Salix lasiolepis var. bracelinae,Salix lasiolepis
Salix lasiolepis var. lasiolepis,Salix lasiolepis
Salix lasiolepis var. sandbergii,Salix lasiolepis
Salix lucida subsp. lasiandra,Salix lasiandra var. lasiandra
Salix lutea var. nivaria,Salix lasiolepis
Salix macrostachya var. leucodendroides,Salix exigua var. hindsiana
Salix melanopsis var. bolanderiana,Salix melanopsis
Salix melanopsis var. gracilipes,Salix melanopsis
Salix parksiana,Salix melanopsis
Salix scouleriana var. coetanea,Salix scouleriana
Salpichroa rhomboidea,Salpichroa origanifolia
Salsola iberica,Salsola tragus
Salsola kali var. tenuifolia,Salsola tragus
Salsola pestifer,Salsola tragus
Salvia columbariae var. ziegleri,Salvia columbariae
Sambucus caerulea,Sambucus mexicana
Sambucus cerulea,Sambucus mexicana,INAT
Sambucus microbotrys,Sambucus racemosa var. racemosa
Sambucus nigra subsp. caerulea,Sambucus mexicana
Sambucus racemosa var. microbotrys,Sambucus racemosa var. racemosa
Samolus floribundus,Samolus parviflorus
Samolus valerandi subsp. parviflorus,Samolus parviflorus
Sanguisorba minor subsp. muricata,Poterium sanguisorba
Sanguisorba minor,Poterium sanguisorba,INAT
Santolina suaveolens,Matricaria discoidea
Sarcocornia pacifica,Salicornia pacifica
Satureja douglasii,Clinopodium douglasii
Saviniona assurgentiflora,Malva assurgentiflora
Saviniona clementina,Malva assurgentiflora
Saviniona reticulata,Malva assurgentiflora
Saxifraga californica,Micranthes californica
Schedonorus arundinaceus,Festuca arundinacea
Schedonorus phoenix,Festuca arundinacea
Schmaltzia trilobata,Rhus aromatica
Schoenoplectus fluviatilis,Bolboschoenus fluviatilis
Schoenoplectus pungens var. badius,Schoenoplectus pungens var. longispicatus
